scenario,model,ensemble,warming_level,year
ssp370,MPI-ESM1-2-LR,r23i1p1f1,0.84,2012
ssp370,MPI-ESM1-2-LR,r23i1p1f1,0.84,2013
ssp370,MPI-ESM1-2-LR,r23i1p1f1,0.84,2014
ssp370,MPI-ESM1-2-LR,r23i1p1f1,0.84,2015
ssp370,MPI-ESM1-2-LR,r23i1p1f1,0.84,2016
ssp370,MPI-ESM1-2-LR,r23i1p1f1,0.84,2017
ssp370,MPI-ESM1-2-LR,r23i1p1f1,0.84,2018
ssp370,MPI-ESM1-2-LR,r23i1p1f1,0.84,2019
ssp370,MPI-ESM1-2-LR,r23i1p1f1,0.84,2020
ssp370,MPI-ESM1-2-LR,r23i1p1f1,0.84,2021
ssp370,MPI-ESM1-2-LR,r23i1p1f1,0.84,2022
ssp370,MPI-ESM1-2-LR,r23i1p1f1,0.84,2023
ssp370,MPI-ESM1-2-LR,r23i1p1f1,0.84,2024
ssp370,MPI-ESM1-2-LR,r23i1p1f1,1,2003
ssp370,MPI-ESM1-2-LR,r23i1p1f1,1,2004
ssp370,MPI-ESM1-2-LR,r23i1p1f1,1,2005
ssp370,MPI-ESM1-2-LR,r23i1p1f1,1,2006
ssp370,MPI-ESM1-2-LR,r23i1p1f1,1,2007
ssp370,MPI-ESM1-2-LR,r23i1p1f1,1,2008
ssp370,MPI-ESM1-2-LR,r23i1p1f1,1,2009
ssp370,MPI-ESM1-2-LR,r23i1p1f1,1,2010
ssp370,MPI-ESM1-2-LR,r23i1p1f1,1,2011
ssp370,MPI-ESM1-2-LR,r23i1p1f1,1,2012
ssp370,MPI-ESM1-2-LR,r23i1p1f1,1,2013
ssp370,MPI-ESM1-2-LR,r23i1p1f1,1,2014
ssp370,MPI-ESM1-2-LR,r23i1p1f1,1,2015
ssp370,MPI-ESM1-2-LR,r23i1p1f1,1,2016
ssp370,MPI-ESM1-2-LR,r23i1p1f1,1,2017
ssp370,MPI-ESM1-2-LR,r23i1p1f1,1,2018
ssp370,MPI-ESM1-2-LR,r23i1p1f1,1,2019
ssp370,MPI-ESM1-2-LR,r23i1p1f1,1,2020
ssp370,MPI-ESM1-2-LR,r23i1p1f1,1,2021
ssp370,MPI-ESM1-2-LR,r23i1p1f1,1,2022
ssp370,MPI-ESM1-2-LR,r23i1p1f1,1.5,2026
ssp370,MPI-ESM1-2-LR,r23i1p1f1,1.5,2027
ssp370,MPI-ESM1-2-LR,r23i1p1f1,1.5,2028
ssp370,MPI-ESM1-2-LR,r23i1p1f1,1.5,2029
ssp370,MPI-ESM1-2-LR,r23i1p1f1,1.5,2030
ssp370,MPI-ESM1-2-LR,r23i1p1f1,1.5,2031
ssp370,MPI-ESM1-2-LR,r23i1p1f1,1.5,2032
ssp370,MPI-ESM1-2-LR,r23i1p1f1,1.5,2033
ssp370,MPI-ESM1-2-LR,r23i1p1f1,1.5,2034
ssp370,MPI-ESM1-2-LR,r23i1p1f1,1.5,2035
ssp370,MPI-ESM1-2-LR,r23i1p1f1,1.5,2036
ssp370,MPI-ESM1-2-LR,r23i1p1f1,1.5,2037
ssp370,MPI-ESM1-2-LR,r23i1p1f1,1.5,2038
ssp370,MPI-ESM1-2-LR,r23i1p1f1,1.5,2039
ssp370,MPI-ESM1-2-LR,r23i1p1f1,1.5,2040
ssp370,MPI-ESM1-2-LR,r23i1p1f1,1.5,2041
ssp370,MPI-ESM1-2-LR,r23i1p1f1,1.5,2042
ssp370,MPI-ESM1-2-LR,r23i1p1f1,1.5,2043
ssp370,MPI-ESM1-2-LR,r23i1p1f1,1.5,2044
ssp370,MPI-ESM1-2-LR,r23i1p1f1,1.5,2045
ssp370,MPI-ESM1-2-LR,r23i1p1f1,2,2043
ssp370,MPI-ESM1-2-LR,r23i1p1f1,2,2044
ssp370,MPI-ESM1-2-LR,r23i1p1f1,2,2045
ssp370,MPI-ESM1-2-LR,r23i1p1f1,2,2046
ssp370,MPI-ESM1-2-LR,r23i1p1f1,2,2047
ssp370,MPI-ESM1-2-LR,r23i1p1f1,2,2048
ssp370,MPI-ESM1-2-LR,r23i1p1f1,2,2049
ssp370,MPI-ESM1-2-LR,r23i1p1f1,2,2050
ssp370,MPI-ESM1-2-LR,r23i1p1f1,2,2051
ssp370,MPI-ESM1-2-LR,r23i1p1f1,2,2052
ssp370,MPI-ESM1-2-LR,r23i1p1f1,2,2053
ssp370,MPI-ESM1-2-LR,r23i1p1f1,2,2054
ssp370,MPI-ESM1-2-LR,r23i1p1f1,2,2055
ssp370,MPI-ESM1-2-LR,r23i1p1f1,2,2056
ssp370,MPI-ESM1-2-LR,r23i1p1f1,2,2057
ssp370,MPI-ESM1-2-LR,r23i1p1f1,2,2058
ssp370,MPI-ESM1-2-LR,r23i1p1f1,2,2059
ssp370,MPI-ESM1-2-LR,r23i1p1f1,2,2060
ssp370,MPI-ESM1-2-LR,r23i1p1f1,2,2061
ssp370,MPI-ESM1-2-LR,r23i1p1f1,2,2062
ssp370,MPI-ESM1-2-LR,r23i1p1f1,3,2071
ssp370,MPI-ESM1-2-LR,r23i1p1f1,3,2072
ssp370,MPI-ESM1-2-LR,r23i1p1f1,3,2073
ssp370,MPI-ESM1-2-LR,r23i1p1f1,3,2074
ssp370,MPI-ESM1-2-LR,r23i1p1f1,3,2075
ssp370,MPI-ESM1-2-LR,r23i1p1f1,3,2076
ssp370,MPI-ESM1-2-LR,r23i1p1f1,3,2077
ssp370,MPI-ESM1-2-LR,r23i1p1f1,3,2078
ssp370,MPI-ESM1-2-LR,r23i1p1f1,3,2079
ssp370,MPI-ESM1-2-LR,r23i1p1f1,3,2080
ssp370,MPI-ESM1-2-LR,r23i1p1f1,3,2081
ssp370,MPI-ESM1-2-LR,r23i1p1f1,3,2082
ssp370,MPI-ESM1-2-LR,r23i1p1f1,3,2083
ssp370,MPI-ESM1-2-LR,r23i1p1f1,3,2084
ssp370,MPI-ESM1-2-LR,r23i1p1f1,3,2085
ssp370,MPI-ESM1-2-LR,r23i1p1f1,3,2086
ssp370,MPI-ESM1-2-LR,r23i1p1f1,3,2087
ssp370,MPI-ESM1-2-LR,r23i1p1f1,3,2088
ssp370,MPI-ESM1-2-LR,r23i1p1f1,3,2089
ssp370,MPI-ESM1-2-LR,r23i1p1f1,3,2090
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.38,1945
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.38,1946
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.38,1947
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.38,1948
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.38,1949
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.38,1950
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.38,1951
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.38,1952
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.38,1953
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.38,1954
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.38,1955
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.38,1956
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.38,1957
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.38,1958
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.38,1959
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.38,1960
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.38,1961
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.38,1962
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.38,1963
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.38,1964
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.38,1965
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.38,1966
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.38,1967
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.38,1968
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.38,1969
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.38,1970
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.38,1971
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.38,1972
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.38,1973
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.38,1974
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.38,1975
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.38,1976
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.38,1977
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.38,1978
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.38,1979
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.38,1980
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.38,1981
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.38,1982
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.38,1983
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.38,1984
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.38,1985
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.84,1976
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.84,1977
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.84,1978
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.84,1979
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.84,1980
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.84,1981
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.84,1982
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.84,1983
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.84,1984
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.84,1985
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.84,1986
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.84,1987
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.84,1988
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.84,1989
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.84,1990
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.84,1991
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.84,1992
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.84,1993
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.84,1994
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.84,1995
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.84,1996
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.84,1997
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.84,1998
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.84,1999
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.84,2000
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.84,2001
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.84,2002
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.84,2003
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.84,2004
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.84,2005
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.84,2006
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.84,2007
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.84,2008
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.84,2009
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.84,2010
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.84,2011
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.84,2012
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.84,2013
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.84,2014
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.84,2015
ssp370,MPI-ESM1-2-LR,r24i1p1f1,0.84,2016
ssp370,MPI-ESM1-2-LR,r24i1p1f1,1,1995
ssp370,MPI-ESM1-2-LR,r24i1p1f1,1,1996
ssp370,MPI-ESM1-2-LR,r24i1p1f1,1,1997
ssp370,MPI-ESM1-2-LR,r24i1p1f1,1,1998
ssp370,MPI-ESM1-2-LR,r24i1p1f1,1,1999
ssp370,MPI-ESM1-2-LR,r24i1p1f1,1,2000
ssp370,MPI-ESM1-2-LR,r24i1p1f1,1,2001
ssp370,MPI-ESM1-2-LR,r24i1p1f1,1,2002
ssp370,MPI-ESM1-2-LR,r24i1p1f1,1,2003
ssp370,MPI-ESM1-2-LR,r24i1p1f1,1,2004
ssp370,MPI-ESM1-2-LR,r24i1p1f1,1,2005
ssp370,MPI-ESM1-2-LR,r24i1p1f1,1,2006
ssp370,MPI-ESM1-2-LR,r24i1p1f1,1,2007
ssp370,MPI-ESM1-2-LR,r24i1p1f1,1,2008
ssp370,MPI-ESM1-2-LR,r24i1p1f1,1,2009
ssp370,MPI-ESM1-2-LR,r24i1p1f1,1,2010
ssp370,MPI-ESM1-2-LR,r24i1p1f1,1,2011
ssp370,MPI-ESM1-2-LR,r24i1p1f1,1,2012
ssp370,MPI-ESM1-2-LR,r24i1p1f1,1,2013
ssp370,MPI-ESM1-2-LR,r24i1p1f1,1,2014
ssp370,MPI-ESM1-2-LR,r24i1p1f1,1.5,2022
ssp370,MPI-ESM1-2-LR,r24i1p1f1,1.5,2023
ssp370,MPI-ESM1-2-LR,r24i1p1f1,1.5,2024
ssp370,MPI-ESM1-2-LR,r24i1p1f1,1.5,2025
ssp370,MPI-ESM1-2-LR,r24i1p1f1,1.5,2026
ssp370,MPI-ESM1-2-LR,r24i1p1f1,1.5,2027
ssp370,MPI-ESM1-2-LR,r24i1p1f1,1.5,2028
ssp370,MPI-ESM1-2-LR,r24i1p1f1,1.5,2029
ssp370,MPI-ESM1-2-LR,r24i1p1f1,1.5,2030
ssp370,MPI-ESM1-2-LR,r24i1p1f1,1.5,2031
ssp370,MPI-ESM1-2-LR,r24i1p1f1,1.5,2032
ssp370,MPI-ESM1-2-LR,r24i1p1f1,1.5,2033
ssp370,MPI-ESM1-2-LR,r24i1p1f1,1.5,2034
ssp370,MPI-ESM1-2-LR,r24i1p1f1,1.5,2035
ssp370,MPI-ESM1-2-LR,r24i1p1f1,1.5,2036
ssp370,MPI-ESM1-2-LR,r24i1p1f1,1.5,2037
ssp370,MPI-ESM1-2-LR,r24i1p1f1,1.5,2038
ssp370,MPI-ESM1-2-LR,r24i1p1f1,1.5,2039
ssp370,MPI-ESM1-2-LR,r24i1p1f1,1.5,2040
ssp370,MPI-ESM1-2-LR,r24i1p1f1,1.5,2041
ssp370,MPI-ESM1-2-LR,r24i1p1f1,2,2040
ssp370,MPI-ESM1-2-LR,r24i1p1f1,2,2041
ssp370,MPI-ESM1-2-LR,r24i1p1f1,2,2042
ssp370,MPI-ESM1-2-LR,r24i1p1f1,2,2043
ssp370,MPI-ESM1-2-LR,r24i1p1f1,2,2044
ssp370,MPI-ESM1-2-LR,r24i1p1f1,2,2045
ssp370,MPI-ESM1-2-LR,r24i1p1f1,2,2046
ssp370,MPI-ESM1-2-LR,r24i1p1f1,2,2047
ssp370,MPI-ESM1-2-LR,r24i1p1f1,2,2048
ssp370,MPI-ESM1-2-LR,r24i1p1f1,2,2049
ssp370,MPI-ESM1-2-LR,r24i1p1f1,2,2050
ssp370,MPI-ESM1-2-LR,r24i1p1f1,2,2051
ssp370,MPI-ESM1-2-LR,r24i1p1f1,2,2052
ssp370,MPI-ESM1-2-LR,r24i1p1f1,2,2053
ssp370,MPI-ESM1-2-LR,r24i1p1f1,2,2054
ssp370,MPI-ESM1-2-LR,r24i1p1f1,2,2055
ssp370,MPI-ESM1-2-LR,r24i1p1f1,2,2056
ssp370,MPI-ESM1-2-LR,r24i1p1f1,2,2057
ssp370,MPI-ESM1-2-LR,r24i1p1f1,2,2058
ssp370,MPI-ESM1-2-LR,r24i1p1f1,2,2059
ssp370,MPI-ESM1-2-LR,r24i1p1f1,3,2070
ssp370,MPI-ESM1-2-LR,r24i1p1f1,3,2071
ssp370,MPI-ESM1-2-LR,r24i1p1f1,3,2072
ssp370,MPI-ESM1-2-LR,r24i1p1f1,3,2073
ssp370,MPI-ESM1-2-LR,r24i1p1f1,3,2074
ssp370,MPI-ESM1-2-LR,r24i1p1f1,3,2075
ssp370,MPI-ESM1-2-LR,r24i1p1f1,3,2076
ssp370,MPI-ESM1-2-LR,r24i1p1f1,3,2077
ssp370,MPI-ESM1-2-LR,r24i1p1f1,3,2078
ssp370,MPI-ESM1-2-LR,r24i1p1f1,3,2079
ssp370,MPI-ESM1-2-LR,r24i1p1f1,3,2080
ssp370,MPI-ESM1-2-LR,r24i1p1f1,3,2081
ssp370,MPI-ESM1-2-LR,r24i1p1f1,3,2082
ssp370,MPI-ESM1-2-LR,r24i1p1f1,3,2083
ssp370,MPI-ESM1-2-LR,r24i1p1f1,3,2084
ssp370,MPI-ESM1-2-LR,r24i1p1f1,3,2085
ssp370,MPI-ESM1-2-LR,r24i1p1f1,3,2086
ssp370,MPI-ESM1-2-LR,r24i1p1f1,3,2087
ssp370,MPI-ESM1-2-LR,r24i1p1f1,3,2088
ssp370,MPI-ESM1-2-LR,r24i1p1f1,3,2089
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.38,1954
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.38,1955
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.38,1956
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.38,1957
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.38,1958
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.38,1959
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.38,1960
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.38,1961
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.38,1962
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.38,1963
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.38,1964
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.38,1965
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.38,1966
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.38,1967
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.38,1968
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.38,1969
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.38,1970
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.38,1971
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.38,1972
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.38,1973
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.38,1974
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.38,1975
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.38,1976
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.38,1977
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.38,1978
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.38,1979
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.38,1980
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.38,1981
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.38,1982
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.38,1983
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.38,1984
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.38,1985
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.38,1986
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.38,1987
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.38,1988
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.38,1989
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.38,1990
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.38,1991
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.38,1992
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.38,1993
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.38,1994
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.84,1982
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.84,1983
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.84,1984
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.84,1985
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.84,1986
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.84,1987
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.84,1988
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.84,1989
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.84,1990
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.84,1991
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.84,1992
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.84,1993
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.84,1994
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.84,1995
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.84,1996
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.84,1997
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.84,1998
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.84,1999
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.84,2000
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.84,2001
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.84,2002
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.84,2003
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.84,2004
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.84,2005
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.84,2006
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.84,2007
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.84,2008
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.84,2009
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.84,2010
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.84,2011
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.84,2012
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.84,2013
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.84,2014
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.84,2015
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.84,2016
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.84,2017
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.84,2018
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.84,2019
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.84,2020
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.84,2021
ssp370,MPI-ESM1-2-LR,r25i1p1f1,0.84,2022
ssp370,MPI-ESM1-2-LR,r25i1p1f1,1,1999
ssp370,MPI-ESM1-2-LR,r25i1p1f1,1,2000
ssp370,MPI-ESM1-2-LR,r25i1p1f1,1,2001
ssp370,MPI-ESM1-2-LR,r25i1p1f1,1,2002
ssp370,MPI-ESM1-2-LR,r25i1p1f1,1,2003
ssp370,MPI-ESM1-2-LR,r25i1p1f1,1,2004
ssp370,MPI-ESM1-2-LR,r25i1p1f1,1,2005
ssp370,MPI-ESM1-2-LR,r25i1p1f1,1,2006
ssp370,MPI-ESM1-2-LR,r25i1p1f1,1,2007
ssp370,MPI-ESM1-2-LR,r25i1p1f1,1,2008
ssp370,MPI-ESM1-2-LR,r25i1p1f1,1,2009
ssp370,MPI-ESM1-2-LR,r25i1p1f1,1,2010
ssp370,MPI-ESM1-2-LR,r25i1p1f1,1,2011
ssp370,MPI-ESM1-2-LR,r25i1p1f1,1,2012
ssp370,MPI-ESM1-2-LR,r25i1p1f1,1,2013
ssp370,MPI-ESM1-2-LR,r25i1p1f1,1,2014
ssp370,MPI-ESM1-2-LR,r25i1p1f1,1,2015
ssp370,MPI-ESM1-2-LR,r25i1p1f1,1,2016
ssp370,MPI-ESM1-2-LR,r25i1p1f1,1,2017
ssp370,MPI-ESM1-2-LR,r25i1p1f1,1,2018
ssp370,MPI-ESM1-2-LR,r25i1p1f1,1.5,2024
ssp370,MPI-ESM1-2-LR,r25i1p1f1,1.5,2025
ssp370,MPI-ESM1-2-LR,r25i1p1f1,1.5,2026
ssp370,MPI-ESM1-2-LR,r25i1p1f1,1.5,2027
ssp370,MPI-ESM1-2-LR,r25i1p1f1,1.5,2028
ssp370,MPI-ESM1-2-LR,r25i1p1f1,1.5,2029
ssp370,MPI-ESM1-2-LR,r25i1p1f1,1.5,2030
ssp370,MPI-ESM1-2-LR,r25i1p1f1,1.5,2031
ssp370,MPI-ESM1-2-LR,r25i1p1f1,1.5,2032
ssp370,MPI-ESM1-2-LR,r25i1p1f1,1.5,2033
ssp370,MPI-ESM1-2-LR,r25i1p1f1,1.5,2034
ssp370,MPI-ESM1-2-LR,r25i1p1f1,1.5,2035
ssp370,MPI-ESM1-2-LR,r25i1p1f1,1.5,2036
ssp370,MPI-ESM1-2-LR,r25i1p1f1,1.5,2037
ssp370,MPI-ESM1-2-LR,r25i1p1f1,1.5,2038
ssp370,MPI-ESM1-2-LR,r25i1p1f1,1.5,2039
ssp370,MPI-ESM1-2-LR,r25i1p1f1,1.5,2040
ssp370,MPI-ESM1-2-LR,r25i1p1f1,1.5,2041
ssp370,MPI-ESM1-2-LR,r25i1p1f1,1.5,2042
ssp370,MPI-ESM1-2-LR,r25i1p1f1,1.5,2043
ssp370,MPI-ESM1-2-LR,r25i1p1f1,2,2043
ssp370,MPI-ESM1-2-LR,r25i1p1f1,2,2044
ssp370,MPI-ESM1-2-LR,r25i1p1f1,2,2045
ssp370,MPI-ESM1-2-LR,r25i1p1f1,2,2046
ssp370,MPI-ESM1-2-LR,r25i1p1f1,2,2047
ssp370,MPI-ESM1-2-LR,r25i1p1f1,2,2048
ssp370,MPI-ESM1-2-LR,r25i1p1f1,2,2049
ssp370,MPI-ESM1-2-LR,r25i1p1f1,2,2050
ssp370,MPI-ESM1-2-LR,r25i1p1f1,2,2051
ssp370,MPI-ESM1-2-LR,r25i1p1f1,2,2052
ssp370,MPI-ESM1-2-LR,r25i1p1f1,2,2053
ssp370,MPI-ESM1-2-LR,r25i1p1f1,2,2054
ssp370,MPI-ESM1-2-LR,r25i1p1f1,2,2055
ssp370,MPI-ESM1-2-LR,r25i1p1f1,2,2056
ssp370,MPI-ESM1-2-LR,r25i1p1f1,2,2057
ssp370,MPI-ESM1-2-LR,r25i1p1f1,2,2058
ssp370,MPI-ESM1-2-LR,r25i1p1f1,2,2059
ssp370,MPI-ESM1-2-LR,r25i1p1f1,2,2060
ssp370,MPI-ESM1-2-LR,r25i1p1f1,2,2061
ssp370,MPI-ESM1-2-LR,r25i1p1f1,2,2062
ssp370,MPI-ESM1-2-LR,r25i1p1f1,3,2072
ssp370,MPI-ESM1-2-LR,r25i1p1f1,3,2073
ssp370,MPI-ESM1-2-LR,r25i1p1f1,3,2074
ssp370,MPI-ESM1-2-LR,r25i1p1f1,3,2075
ssp370,MPI-ESM1-2-LR,r25i1p1f1,3,2076
ssp370,MPI-ESM1-2-LR,r25i1p1f1,3,2077
ssp370,MPI-ESM1-2-LR,r25i1p1f1,3,2078
ssp370,MPI-ESM1-2-LR,r25i1p1f1,3,2079
ssp370,MPI-ESM1-2-LR,r25i1p1f1,3,2080
ssp370,MPI-ESM1-2-LR,r25i1p1f1,3,2081
ssp370,MPI-ESM1-2-LR,r25i1p1f1,3,2082
ssp370,MPI-ESM1-2-LR,r25i1p1f1,3,2083
